id,age,gender,ideology,pid,degree,industry,worried,happening,need_policy,c_fedgov,c_corps,c_farmers,c_public,1_loop1,2_loop1,3_loop1,4_loop1,5_loop1,6_loop1,7_loop1,8_loop1,10_loop1,11_loop1,12_loop1,13_loop1,14_loop1,15_loop1,16_loop1,17_loop1,18_loop1,19_loop1,20_loop1,21_loop1,22_loop1,23_loop1,24_loop1,25_loop1,26_loop1,27_loop1,28_loop1,29_loop1,30_loop1,31_loop1,32_loop1,33_loop1,34_loop1,1_loop2,2_loop2,3_loop2,4_loop2,5_loop2,6_loop2,7_loop2,8_loop2,9_loop2,10_loop2,11_loop2,12_loop2,13_loop2,14_loop2,15_loop2,16_loop2,17_loop2,18_loop2,19_loop2,20_loop2,21_loop2,22_loop2,23_loop2,24_loop2,25_loop2,26_loop2,27_loop2,28_loop2,29_loop2,30_loop2,31_loop2,32_loop2,33_loop2,1_loop3,2_loop3,3_loop3,4_loop3,5_loop3,6_loop3,7_loop3,8_loop3,9_loop3,10_loop3,11_loop3,12_loop3,13_loop3,14_loop3,15_loop3,16_loop3,17_loop3,18_loop3,19_loop3,20_loop3,21_loop3,22_loop3,23_loop3,24_loop3,25_loop3,26_loop3,27_loop3,28_loop3,29_loop3,30_loop3,31_loop3,32_loop3,33_loop3,four_just_1,four_just_2,four_just_3,four_just_4,comments_overall,pid3,ideo3,lib,con,ideo7,age_groups,degree2,bach_more,ind,worried_cat,need_cat,age_cat,pid_cat,bach_cat,gender_cat,ideo_cat,conf_cat,loop,sm_np,sm_sup,sm_score
1192,55,Male,Leaning liberal,Strong Democrat,"Associate degree, junior college, or technical program",Construction,2,2,2,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly oppose,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Don't know enough to say,Strongly oppose,Strongly oppose,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Don't know enough to say,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Extremely important,Extremely important,NA,Democrat,Moderate,0,0,-1,55-64,Assoc/tech,0,Construction,Worried,Need policy,Older,Democrat,Less than bach,Male,NA,Doubt,2,0.6969696969696969,0.8709677419354839,1.1818181818181819
1193,34,Female,Conservative,Republican,Advanced degree,Other services,0,0,-1,3,3,2,2,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Strongly oppose,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat important,Somewhat important,Very important,Very important,NA,Republican,Conservative,0,1,2,25-34,Advanced,0,Other services,Not worried,No need,Younger,Republican,Less than bach,Female,Conservative,Confidence,1,0.5757575757575758,0.7878787878787878,0.909090909090909
1194,20,Female,Extremely liberal,Strong Democrat,High school,I am a currently a student,1,2,2,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat favor,Don't know enough to say,Strongly favor,Somewhat favor,Strongly favor,Don't know enough to say,Somewhat favor,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat favor,Don't know enough to say,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Don't know enough to say,Somewhat favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Don't know enough to say,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Don't know enough to say,Strongly favor,Don't know enough to say,Don't know enough to say,Very important,Somewhat important,Very important,Very important,"Maybe providing some background information on some concepts before asking all the questions could reduce the amount of ""don't know enough to say"" type answers.",Democrat,Liberal,1,0,-3,18-24,HS or less/NA,0,Student,Worried,Need policy,Younger,Democrat,Less than bach,Female,Liberal,Doubt,3,0.7272727272727273,1,1.0606060606060606
1195,23,Male,Extremely conservative,Strong Republican,High school,Other services,1,2,-2,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know enough to say,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Don't know enough to say,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Don't know enough to say,Don't know enough to say,Somewhat oppose,Somewhat favor,Strongly oppose,Don't know enough to say,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Extremely important,Extremely important,Extremely important,Not al all important,-,Republican,Conservative,0,1,3,18-24,HS or less/NA,0,Other services,Worried,No need,Younger,Republican,Less than bach,Male,Conservative,Doubt,3,-0.5454545454545454,0.17857142857142855,-1.1818181818181819
1196,71,Female,Liberal,Democrat,Advanced degree,"Public administration, defence, education, human health and social work activities",2,2,2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat oppose,Somewhat favor,Strongly oppose,Strongly favor,Strongly oppose,Somewhat oppose,Strongly favor,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat oppose,Strongly oppose,Strongly oppose,Somewhat favor,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly favor,Don't know enough to say,Strongly favor,Don't know enough to say,Somewhat favor,Strongly oppose,Somewhat oppose,Strongly favor,Don't know enough to say,Somewhat oppose,Extremely important,Very important,Extremely important,Extremely important,No,Democrat,Liberal,1,0,-2,65 and up,Advanced,0,Public admin,Worried,Need policy,Older,Democrat,Less than bach,Female,Liberal,Doubt,3,0,0.5,0.06060606060606066
1197,25,Male,Leaning conservative,Independent,Bachelor's degree,I am a currently a student,1,2,2,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Extremely important,Very important,Extremely important,Extremely important,NA,Ind/Other,Moderate,0,0,1,25-34,Bachelor,1,Student,Worried,Need policy,Younger,NA,Bach or more,Male,NA,Doubt,3,0.8181818181818181,0.9090909090909091,1.2424242424242424
1198,23,Female,Leaning liberal,Independent,High school,Other services,2,2,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat oppose,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Somewhat oppose,Strongly favor,Strongly oppose,Somewhat oppose,Strongly favor,Somewhat oppose,Strongly oppose,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,Somewhat oppose,Strongly oppose,Somewhat favor,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Not al all important,Very important,Extremely important,NA,Ind/Other,Moderate,0,0,-1,18-24,HS or less/NA,0,Other services,Worried,Need policy,Younger,NA,Less than bach,Female,NA,Doubt,2,0.21212121212121213,0.6060606060606061,0.6060606060606062
1199,57,Male,Liberal,"Independent, leans Democrat","Associate degree, junior college, or technical program",Other services,2,2,2,3,0,2,1,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat oppose,Strongly oppose,Somewhat favor,Somewhat oppose,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat oppose,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Somewhat important,Very important,Extremely important,no comments/suggestions,Ind/Other,Liberal,1,0,-2,55-64,Assoc/tech,0,Other services,Worried,Need policy,Older,NA,Less than bach,Male,Liberal,Confidence,1,0.7575757575757575,0.8787878787878788,1.1515151515151516
1200,33,Male,Conservative,Republican,Bachelor's degree,"Public administration, defence, education, human health and social work activities",2,2,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Very important,Extremely important,No,Republican,Conservative,0,1,2,25-34,Bachelor,1,Public admin,Worried,Need policy,Younger,Republican,Bach or more,Male,Conservative,Confidence,2,0.8787878787878787,0.9393939393939394,1.393939393939394
1201,72,Male,"Moderate, middle of the road",Independent,Advanced degree,Information and communication,2,2,2,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Somewhat oppose,Strongly oppose,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Somewhat oppose,Strongly favor,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Extremely important,Extremely important,Somewhat important,Extremely important,great study,Ind/Other,Moderate,0,0,0,65 and up,Advanced,0,Info/comms,Worried,Need policy,Older,NA,Less than bach,Male,NA,Doubt,3,0.09090909090909097,0.5454545454545454,0.30303030303030304
1202,30,Female,"Moderate, middle of the road",Independent,High school,Other services,1,1,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know enough to say,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,Don't know enough to say,Strongly favor,Somewhat favor,Strongly oppose,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Extremely important,Extremely important,The questions were easy to understand.,Ind/Other,Moderate,0,0,0,25-34,HS or less/NA,0,Other services,Worried,Need policy,Younger,NA,Less than bach,Female,NA,Doubt,2,0.6060606060606061,0.8333333333333334,1.1515151515151516
1203,61,Male,Extremely conservative,"Independent, leans Republican",Bachelor's degree,"Public administration, defence, education, human health and social work activities",-2,1,-2,1,2,3,2,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Somewhat favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Somewhat oppose,Somewhat favor,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Extremely important,Not very important,Not very important,NA,Ind/Other,Conservative,0,1,3,55-64,Bachelor,1,Public admin,Not worried,No need,Older,NA,Bach or more,Male,Conservative,Doubt,1,-0.5757575757575758,0.2121212121212121,-1.1818181818181819
1204,76,Male,Liberal,Democrat,Advanced degree,"Public administration, defence, education, human health and social work activities",2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Extremely important,Extremely important,NA,Democrat,Liberal,1,0,-2,65 and up,Advanced,0,Public admin,Worried,Need policy,Older,Democrat,Less than bach,Male,Liberal,Doubt,2,0.8181818181818181,0.9090909090909091,1.4848484848484849
1205,59,Female,Extremely conservative,Strong Republican,High school,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",-2,1,-2,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat oppose,Strongly oppose,Strongly oppose,Somewhat favor,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Don't know enough to say,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Don't know enough to say,Don't know enough to say,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Strongly oppose,Somewhat favor,Strongly oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Extremely important,Extremely important,NA,Republican,Conservative,0,1,3,55-64,HS or less/NA,0,Retail/logistics,Not worried,No need,Older,Republican,Less than bach,Female,Conservative,Doubt,2,-0.3636363636363636,0.3,-0.7878787878787877
1206,63,Male,Conservative,Strong Republican,High school,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",1,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat favor,Don't know enough to say,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Strongly oppose,Somewhat favor,Strongly favor,Don't know enough to say,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Strongly favor,Strongly oppose,Strongly favor,Don't know enough to say,Don't know enough to say,Somewhat oppose,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Extremely important,Extremely important,No,Republican,Conservative,0,1,2,55-64,HS or less/NA,0,Retail/logistics,Worried,Need policy,Older,Republican,Less than bach,Male,Conservative,Doubt,2,0.3333333333333334,0.6896551724137931,0.5757575757575758
1207,31,Female,Liberal,Other party,"Associate degree, junior college, or technical program",Other services,-2,1,1,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Somewhat oppose,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Somewhat oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Somewhat favor,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly favor,Strongly oppose,Somewhat favor,Strongly oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Extremely important,Extremely important,NA,Ind/Other,Liberal,1,0,-2,25-34,Assoc/tech,0,Other services,Not worried,Need policy,Younger,NA,Less than bach,Female,Liberal,Confidence,2,0.21212121212121224,0.6060606060606062,0.4242424242424245
1208,74,Female,Conservative,Strong Republican,High school,Other services,-1,0,0,0,0,2,2,Don't know enough to say,Strongly oppose,Strongly oppose,Don't know enough to say,Don't know enough to say,Strongly oppose,Don't know enough to say,Don't know enough to say,Don't know enough to say,Strongly oppose,Somewhat favor,Strongly oppose,Don't know enough to say,Don't know enough to say,Strongly oppose,Don't know enough to say,Somewhat favor,Strongly oppose,Strongly favor,Somewhat favor,Strongly favor,Don't know enough to say,Somewhat favor,Don't know enough to say,Don't know enough to say,Somewhat favor,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not very important,Somewhat important,Somewhat important,Somewhat important,NA,Republican,Conservative,0,1,2,65 and up,HS or less/NA,0,Other services,Not worried,No need,Older,Republican,Less than bach,Female,Conservative,Doubt,1,-0.15151515151515152,0.38095238095238093,-0.4848484848484849
1209,22,Male,Conservative,Republican,High school,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",1,2,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Don't know enough to say,Somewhat favor,Somewhat oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Strongly oppose,Somewhat oppose,Somewhat favor,Somewhat oppose,Strongly oppose,Somewhat important,Very important,Very important,Very important,NA,Republican,Conservative,0,1,2,18-24,HS or less/NA,0,Retail/logistics,Worried,Need policy,Younger,Republican,Less than bach,Male,Conservative,Doubt,3,0.12121212121212127,0.5625,0.2727272727272727
1210,62,Female,Extremely liberal,Strong Democrat,Bachelor's degree,Other services,2,2,2,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Don't know enough to say,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Don't know enough to say,Strongly favor,Strongly favor,Don't know enough to say,Don't know enough to say,Somewhat oppose,Strongly favor,Strongly favor,Don't know enough to say,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Somewhat favor,Don't know enough to say,Extremely important,Extremely important,Extremely important,Extremely important,Just somewhat hard. I needed interpretation on a few.,Democrat,Liberal,1,0,-3,55-64,Bachelor,1,Other services,Worried,Need policy,Older,Democrat,Bach or more,Female,Liberal,Doubt,3,0.6363636363636365,0.8888888888888888,1.3333333333333335
1211,20,Male,Extremely conservative,Strong Republican,Advanced degree,Information and communication,1,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat oppose,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Extremely important,Extremely important,"No, non of the question was hard to understand.",Republican,Conservative,0,1,3,18-24,Advanced,0,Info/comms,Worried,Need policy,Younger,Republican,Less than bach,Male,Conservative,Confidence,2,0.27272727272727276,0.6363636363636364,0.42424242424242425
